Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu brand,first,second,Layer1HDD,Layer1SSD,Layer1Hybrid,Layer1Flash_Storage,Layer2HDD,Layer2SSD,Layer2Hybrid,Layer2Flash_Storage,Gpu brand,os
Lenovo,Notebook,14,4,1.44,15557.76,0,0,1366,768,111.935203559552,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,6,2.23,29250.72,0,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Ultrabook,15.6,8,1.7,55938.672,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Ultrabook,12.5,8,1.26,71128.8,0,0,1920,1080,176.232573606584,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,32,2.06,140605.92,1,0,3840,2160,282.423996164397,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
MSI,Gaming,17.3,8,2.7,63882.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Toshiba,Notebook,15.6,8,2,50243.04,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,14,8,2,71075.52,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,1.85,23922.72,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,15.6,8,2.5,53226.72,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,14,8,1.48,67559.04,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,15.6,8,1.9,55890.72,0,1,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,1.84,60952.32,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,4,2,14651.4672,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,15.6,8,2,60885.72,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.2,14646.672,0,0,1366,768,100.454669861137,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,15.6,12,2.2,47898.72,0,0,1920,1080,141.211998082199,AMD Processor,2000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
HP,Notebook,15.6,8,2.1,38148.48,0,1,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,13.9,16,1.4,111834.72,1,1,3840,2160,316.965060443496,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,13.3,8,1.2,84129.12,0,0,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Gaming,15.6,16,2.4,60153.12,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  2000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,14,2,1.44,14865.12,0,0,1366,768,111.935203559552,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Dell,Ultrabook,15.6,16,1.88,85672.1088,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,  256 SSD,0,1,0,0,0,1,0,0,Intel,Windows
Asus,2 in 1 Convertible,11.6,4,1.5,19980,1,0,1366,768,135.094211192563,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Dell,Ultrabook,15.6,8,1.9,35324.64,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Dell,Notebook,15.6,16,2.06,108020.9376,1,0,3840,2160,282.423996164397,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,1.84,69477.12,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
MSI,Gaming,17.3,8,2.7,75071.52,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Workstation,15.6,8,2.6,92615.0256,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Toshiba,Notebook,15.6,16,2.4,74751.84,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.02,51729.552,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  2000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Lenovo,Notebook,15.6,4,2.2,17155.6272,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Gaming,15.6,8,2.65,53226.72,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.36,29696.6736,1,0,1366,768,100.454669861137,Intel Core i5,2000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,14,8,1.36,76030.56,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,1.86,23389.92,0,0,1366,768,100.454669861137,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,14,8,2,50349.6,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,17.3,6,2.8,38308.32,0,0,1600,900,106.113062142693,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,1.86,34045.92,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.2,26586.72,0,0,1366,768,100.454669861137,Intel Core i3,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
HP,Notebook,15.6,8,2.04,20725.92,0,0,1366,768,100.454669861137,Other Intel Processor,2000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,17.3,8,2.8,57808.8,0,0,1920,1080,127.335674571231,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Lenovo,Gaming,15.6,8,2.4,43103.52,0,1,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,15.6,8,2.33,47898.72,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
HP,Ultrabook,14,8,1.36,93240,0,1,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,2 in 1 Convertible,15.6,12,2.26,58554.72,1,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,  2000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,22697.28,0,0,1366,768,100.454669861137,AMD Processor,128 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Asus,Gaming,17.3,16,3.25,117162.72,0,1,1920,1080,127.335674571231,AMD Processor,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Lenovo,Notebook,17.3,4,2.6,26053.92,0,0,1600,900,106.113062142693,AMD Processor,128 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Dell,2 in 1 Convertible,13.3,8,1.62,46300.8528,1,0,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,1.91,26053.3872,0,0,1920,1080,141.211998082199,AMD Processor,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Netbook,11.6,4,1.59,29463.84,0,1,1366,768,135.094211192563,Other Intel Processor,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,4,1.8,16463.52,0,0,1366,768,100.454669861137,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,14,4,1.5,15238.08,0,0,1366,768,111.935203559552,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,8,2.4,45074.88,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
HP,Gaming,17.3,8,3.35,63456.48,0,1,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.85,21498.48,0,0,1920,1080,141.211998082199,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Asus,Gaming,15.6,8,2.3,88178.4,0,1,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,14,8,1.5,58554.72,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Ultrabook,13.3,16,1.1,93181.392,1,0,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Ultrabook,14,8,1.13,121584.96,0,1,2560,1440,209.800682864981,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,13.3,4,1.5,29250.72,0,1,1920,1080,165.632118051301,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,8,2.23,72940.32,0,0,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Dell,Workstation,15.6,8,2,113752.8,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,14,16,1.42,133679.52,1,0,2560,1440,209.800682864981,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,8,3,55357.92,0,0,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Asus,Gaming,17.3,16,3,84768.48,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,12,2.2,36975.7872,0,1,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
MSI,Gaming,17.3,8,2.7,71874.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.33,41498.1936,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
HP,Ultrabook,15.6,4,1.91,26586.72,0,0,1920,1080,141.211998082199,AMD Processor,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Notebook,15.6,8,2.1,65510.9568,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Notebook,14,8,1.9,49976.64,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,8,1.78,144495.36,1,0,3840,2160,282.423996164397,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,14,16,1.13,139860,0,1,2560,1440,209.800682864981,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,16303.68,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,16,2.9,81465.12,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.1,60978.96,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Acer,Notebook,15.6,8,2.5,46833.12,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
MSI,Gaming,17.3,16,2.8,119826.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Asus,Ultrabook,14,8,1.1,99793.44,0,0,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Ultrabook,13.3,16,1.2,93080.16,0,0,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,14,8,1.36,89510.4,0,0,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,21791.52,0,0,1920,1080,141.211998082199,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,11.6,2,1.15,16221.096,0,0,1366,768,135.094211192563,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Workstation,15.6,8,2.67,102564,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,14,8,1.7,103523.04,0,1,2560,1440,209.800682864981,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,15.6,4,2.1,24988.32,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Acer,2 in 1 Convertible,13.3,8,1.6,42038.4528,1,1,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,2 in 1 Convertible,13.3,8,1.27,49443.84,1,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,4,2.3,31909.392,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Dell,Notebook,13.3,4,1.65,36709.92,0,0,1366,768,117.826530062686,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Ultrabook,14,8,1.43,79920,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.14,28768.536,0,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Ultrabook,14,8,1.75,64755.4464,0,1,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,15.6,16,2,101178.72,1,1,3840,2160,282.423996164397,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Chuwi,Notebook,12.3,6,1.4,23922.72,0,1,2736,1824,267.338436034403,Other Intel Processor,64 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,2.31,76030.56,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,8,2.3,31808.16,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,Gaming,17.3,16,4.42,149130.72,0,1,2560,1440,169.780899428308,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Gaming,15.6,8,2.62,61751.52,0,1,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.02,60867.072,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  2000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Dell,Ultrabook,14,8,1.6,58554.72,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
HP,Gaming,17.3,12,3.35,106506.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Mediacom,2 in 1 Convertible,11.6,4,1.16,15930.72,1,1,1920,1080,189.905790524336,Other Intel Processor,32 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Samsung,Netbook,11.6,4,1.15,14332.32,0,0,1366,768,135.094211192563,Other Intel Processor,16 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,13.3,8,1.4,53812.8,0,1,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,4,1.7,31914.72,0,1,1920,1080,157.350512148736,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Workstation,15.6,16,2.3,130269.6,0,1,3840,2160,282.423996164397,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,16,2.5,130482.72,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Gaming,17.3,8,3.2,90309.6,0,0,1920,1080,127.335674571231,AMD Processor,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
HP,Notebook,15.6,4,2.1,18488.16,0,0,1366,768,100.454669861137,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Google,Ultrabook,12.3,16,1.1,117162.72,1,0,2400,1600,234.507400030178,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,14,24,1.32,126912.96,0,0,2560,1440,209.800682864981,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,4,2,29783.52,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,17.3,8,2.8,27652.32,0,0,1600,900,106.113062142693,AMD Processor,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Dell,Notebook,15.6,4,2.2,39906.72,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Ultrabook,12.5,8,1.36,76137.12,0,1,1920,1080,176.232573606584,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,18594.72,0,0,1920,1080,141.211998082199,Other Intel Processor,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Gaming,15.6,8,2.2,58554.72,0,1,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,14,8,1.64,62817.12,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,4,2.4,23539.104,0,0,1366,768,100.454669861137,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Workstation,15.6,8,2.23,106187.04,0,0,1920,1080,141.211998082199,Other Intel Processor,64 Flash Storage,  1000 HDD,0,0,0,1,1,0,0,0,Nvidia,Windows
MSI,Gaming,15.6,8,2.2,54757.9872,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Microsoft,Ultrabook,13.5,16,1.25,137941.92,1,0,2256,1504,200.842559936957,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,1.91,31381.92,0,0,1366,768,100.454669861137,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,16,2.17,105228,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Workstation,15.6,8,2.31,81731.52,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,8,1.65,71661.6,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.36,52161.12,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Dell,2 in 1 Convertible,11.6,4,1.47,25521.12,1,0,1366,768,135.094211192563,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,17.3,8,4.42,109010.88,0,1,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Microsoft,Ultrabook,13.5,4,1.252,52693.92,1,0,2256,1504,200.842559936957,Other Intel Processor,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Microsoft,Ultrabook,13.5,8,1.25,95850.72,1,0,2256,1504,200.842559936957,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,17.3,8,2.5,34093.872,0,0,1600,900,106.113062142693,Intel Core i3,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,4,2.23,28984.32,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Acer,Netbook,11.6,4,1.4,23176.8,0,0,1366,768,135.094211192563,Other Intel Processor,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,8,2.37,39906.72,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,8,1.5,42570.72,0,1,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Lenovo,Notebook,15.6,8,2.67,111355.2,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,15.6,4,2,16197.12,0,0,1366,768,100.454669861137,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,4,2.2,24988.32,0,0,1366,768,100.454669861137,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.02,40439.52,0,0,1920,1080,141.211998082199,Intel Core i5,2000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
HP,Gaming,17.3,12,3.78,90522.72,0,1,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,14,12,1.4,98994.24,0,1,2560,1440,209.800682864981,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,2 in 1 Convertible,13.3,8,1.29,106506.72,1,1,3840,2160,331.264236102601,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,1.9,61485.12,0,0,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Google,Ultrabook,12.3,8,1.1,67932,1,0,2400,1600,234.507400030178,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Ultrabook,13.3,8,1.42,98133.768,1,0,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,12,2.06,69210.72,0,1,3840,2160,282.423996164397,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Intel,Windows
Dell,Notebook,14,8,1.79,39427.2,0,0,1366,768,111.935203559552,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,8,1.78,128298.24,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,14,8,1.7,72673.92,0,0,1920,1080,157.350512148736,Intel Core i5,180 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.2,35964,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Toshiba,Notebook,13.3,8,1.05,89084.16,0,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.16,67239.36,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.18,31254.048,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,13.3,4,1.49,38681.28,0,1,1920,1080,165.632118051301,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Chuwi,Notebook,15.6,4,1.89,13261.392,0,0,1920,1080,141.211998082199,Other Intel Processor,64 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.3,30103.2,0,0,1366,768,100.454669861137,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,8,1.75,55890.72,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,16,2.17,124568.64,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,16,2.06,101178.72,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,12.5,16,1.36,95797.44,0,1,1920,1080,176.232573606584,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
